Aaden has 	 fav team: Cardinals 	 RedSox friends: 47 	 Cardinals friends: 18
Lorelai has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 27
Lorelei has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 32
Lorenzo has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 37
Louis has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 22
Luca has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 41
Lucas has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 46
Lucca has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 49
Lucia has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 36
Lucian has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 27
Luciana has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 41
Luciano has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 22
Lucille has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 59
Lucy has 	 fav team: Red Sox 	 RedSox friends: 57 	 Cardinals friends: 23
Luis has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 43
Luka has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 45
Lukas has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 23
Luke has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 23
Luna has 	 fav team: Red Sox 	 RedSox friends: 41 	 Cardinals friends: 28
Luz has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 36
Lydia has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 42
Lyla has 	 fav team: Cardinals 	 RedSox friends: 20 	 Cardinals friends: 52
Lylah has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 26
Lyric has 	 fav team: Cardinals 	 RedSox friends: 38 	 Cardinals friends: 47
Macey has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 51
Maci has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 59
Macie has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 25
Mack has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 54
Mackenzie has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 38
Macy has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 31
Madalyn has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 53
Madalynn has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 43
Madden has 	 fav team: Red Sox 	 RedSox friends: 36 	 Cardinals friends: 33
Maddison has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 53
Maddox has 	 fav team: Cardinals 	 RedSox friends: 43 	 Cardinals friends: 56
Madeleine has 	 fav team: Red Sox 	 RedSox friends: 60 	 Cardinals friends: 29
Madeline has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 45
Madelyn has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 30
Madelynn has 	 fav team: Red Sox 	 RedSox friends: 59 	 Cardinals friends: 25
Madilyn has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 35
Madilynn has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 24
Madison has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 49
Madisyn has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 48
Madyson has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 24
Mae has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 64
Maeve has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 50
Maggie has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 41
Maia has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 32
Maison has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 45
Major has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 22
Makai has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 41
Makayla has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 37
Makenna has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 33
Makenzie has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 32
Makhi has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 46
Malachi has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 32
Malakai has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 24
Malaki has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 30
Malaya has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 28
Malaysia has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 25
Malcolm has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 44
Maleah has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 38
Malia has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 35
Maliah has 	 fav team: Red Sox 	 RedSox friends: 58 	 Cardinals friends: 34
Malik has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 47
Maliyah has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 27
Mallory has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 35
Manuel has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 23
Mara has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 22
Marc has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 30
Marcel has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 46
Marcelo has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 33
Marco has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 27
Marcos has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 24
Marcus has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 45
Margaret has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 49
Maria has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 51
Mariah has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 24
Mariam has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 58
Mariana has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 59
Marianna has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 35
Marie has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 27
Marilyn has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 31
Marina has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 32
Mario has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 42
Marisa has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 32
Marisol has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 43
Marissa has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 29
Maritza has 	 fav team: Red Sox 	 RedSox friends: 57 	 Cardinals friends: 22
Mariyah has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 44
Mark has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 23
Markus has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 40
Marlee has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 47
Marlene has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 47
Marley has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 30
Marlon has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 36
Marquis has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 34
Marshall has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 60
Martha has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 28
Martin has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 41
Marvin has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 40
Mary has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 47
Maryam has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 27
Masen has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 47
Mason has 	 fav team: Red Sox 	 RedSox friends: 59 	 Cardinals friends: 22
Mateo has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 29
Mathew has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 24
Mathias has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 43
Matias has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 39
Matilda has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 32
Matteo has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 45
Matthew has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 19
Matthias has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 33
Mattie has 	 fav team: Red Sox 	 RedSox friends: 61 	 Cardinals friends: 38
Maurice has 	 fav team: Cardinals 	 RedSox friends: 38 	 Cardinals friends: 38
Mauricio has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 26
Maverick has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 31
Max has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 28
Maxim has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 55
Maximilian has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 34
Maximiliano has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 54
Maximo has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 17
Maximus has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 18
Maxton has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 24
Maxwell has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 33
Maya has 	 fav team: Cardinals 	 RedSox friends: 48 	 Cardinals friends: 45
Mayson has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 63
Mckayla has 	 fav team: Red Sox 	 RedSox friends: 40 	 Cardinals friends: 29
Mckenna has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 50
Mckenzie has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 26
Mckinley has 	 fav team: Red Sox 	 RedSox friends: 62 	 Cardinals friends: 29
Meadow has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 56
Megan has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 27
Meghan has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 54
Mekhi has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 50
Melanie has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 34
Melany has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 46
Melina has 	 fav team: Red Sox 	 RedSox friends: 40 	 Cardinals friends: 32
Melissa has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 28
Melody has 	 fav team: Red Sox 	 RedSox friends: 58 	 Cardinals friends: 25
Melvin has 	 fav team: Red Sox 	 RedSox friends: 40 	 Cardinals friends: 27
Memphis has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 39
Mercedes has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 53
Meredith has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 42
Messiah has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 33
Mia has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 43
Miah has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 32
Micah has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 43
Michael has 	 fav team: Cardinals 	 RedSox friends: 39 	 Cardinals friends: 47
Michaela has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 29
Micheal has 	 fav team: Red Sox 	 RedSox friends: 61 	 Cardinals friends: 27
Michelle has 	 fav team: Cardinals 	 RedSox friends: 21 	 Cardinals friends: 56
Miguel has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 26
Mikaela has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 24
Mikayla has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 34
Mike has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 23
Mila has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 34
Milan has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 35
Milana has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 43
Milania has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 46
Milena has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 46
Miles has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 51
Miley has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 42
Millie has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 40
Milo has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 37
Mina has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 45
Mira has 	 fav team: Red Sox 	 RedSox friends: 58 	 Cardinals friends: 22
Miracle has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 31
Miranda has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 46
Miriam has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 27
Misael has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 28
Mitchell has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 50
Miya has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 26
Mohamed has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 48
Mohammad has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 25
Mohammed has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 54
Moises has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 22
Mollie has 	 fav team: Red Sox 	 RedSox friends: 72 	 Cardinals friends: 21
Molly has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 44
Monica has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 40
Monroe has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 25
Morgan has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 49
Moriah has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 26
Moses has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 46
Moshe has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 22
Muhammad has 	 fav team: Cardinals 	 RedSox friends: 21 	 Cardinals friends: 52
Mustafa has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 59
Mya has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 48
Myah has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 35
Myla has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 27
Myles has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 41
Myra has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 49
Nadia has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 53
Nahla has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 22
Nancy has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 27
Naomi has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 24
Nash has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 53
Nasir has 	 fav team: Red Sox 	 RedSox friends: 36 	 Cardinals friends: 35
Natalee has 	 fav team: Red Sox 	 RedSox friends: 31 	 Cardinals friends: 27
Natalia has 	 fav team: Red Sox 	 RedSox friends: 59 	 Cardinals friends: 25
Natalie has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 42
Nataly has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 51
Natalya has 	 fav team: Red Sox 	 RedSox friends: 35 	 Cardinals friends: 17
Natasha has 	 fav team: Red Sox 	 RedSox friends: 70 	 Cardinals friends: 18
Nathalie has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 48
Nathaly has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 26
Nathan has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 20
Nathanael has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 31
Nathaniel has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 47
Nayeli has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 53
Nehemiah has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 31
Neil has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 50
Nelson has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 39
Nevaeh has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 49
Neymar has 	 fav team: Cardinals 	 RedSox friends: 21 	 Cardinals friends: 51
Nia has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 31
Nicholas has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 28
Nickolas has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 36
Nico has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 38
Nicolas has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 52
Nicole has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 38
Niko has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 55
Nikolai has 	 fav team: Cardinals 	 RedSox friends: 38 	 Cardinals friends: 55
Nikolas has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 19
Nina has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 44
Nixon has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 32
Noah has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 26
Noe has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 44
Noel has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 26
Noelle has 	 fav team: Red Sox 	 RedSox friends: 59 	 Cardinals friends: 34
Noemi has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 29
Nola has 	 fav team: Red Sox 	 RedSox friends: 58 	 Cardinals friends: 32
Nolan has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 30
Nora has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 39
Norah has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 46
Nova has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 31
Nyla has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 29
Nylah has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 48
Oakley has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 37
Odin has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 42
Olive has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 30
Oliver has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 51
Olivia has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 52
Omar has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 20
Omari has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 50
Orion has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 28
Orlando has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 56
Oscar has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 23
Osvaldo has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 20
Otto has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 60
Owen has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 62
Pablo has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 31
Paige has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 24
Paislee has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 51
Paisley has 	 fav team: Red Sox 	 RedSox friends: 40 	 Cardinals friends: 29
Paityn has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 37
Paloma has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 41
Paola has 	 fav team: Cardinals 	 RedSox friends: 41 	 Cardinals friends: 44
Paris has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 38
Parker has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 34
Patience has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 58
Patricia has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 53
Patrick has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 46
Paul has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 24
Paula has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 28
Paulina has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 51
Paxton has 	 fav team: Red Sox 	 RedSox friends: 41 	 Cardinals friends: 23
Payton has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 19
Pearl has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 37
Pedro has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 54
Penelope has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 36
Perla has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 54
Peter has 	 fav team: Red Sox 	 RedSox friends: 66 	 Cardinals friends: 23
Peyton has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 40
Philip has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 22
Phillip has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 28
Phoebe has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 58
Phoenix has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 34
Pierce has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 31
Piper has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 31
Porter has 	 fav team: Red Sox 	 RedSox friends: 35 	 Cardinals friends: 36
Presley has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 36
Preston has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 54
Prince has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 27
Princeton has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 45
Priscilla has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 24
Quentin has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 36
Quincy has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 26
Quinn has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 47
Quintin has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 45
Quinton has 	 fav team: Red Sox 	 RedSox friends: 60 	 Cardinals friends: 28
Rachael has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 31
Rachel has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 43
Raegan has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 54
Raelyn has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 25
Raelynn has 	 fav team: Cardinals 	 RedSox friends: 20 	 Cardinals friends: 46
Rafael has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 32
Raiden has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 33
Raina has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 46
Ramiro has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 57
Ramon has 	 fav team: Red Sox 	 RedSox friends: 59 	 Cardinals friends: 26
Randall has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 54
Randy has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 27
Raphael has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 46
Raquel has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 19
Rashad has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 32
Raul has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 32
Raven has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 47
Ray has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 28
Rayan has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 33
Rayden has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 26
Raylan has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 45
Raylee has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 32
Raymond has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 43
Rayna has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 50
Rayne has 	 fav team: Red Sox 	 RedSox friends: 41 	 Cardinals friends: 25
Reagan has 	 fav team: Red Sox 	 RedSox friends: 32 	 Cardinals friends: 29
Rebecca has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 30
Rebekah has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 41
Reece has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 54
Reed has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 25
Reese has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 25
Regan has 	 fav team: Cardinals 	 RedSox friends: 42 	 Cardinals friends: 36
Regina has 	 fav team: Red Sox 	 RedSox friends: 60 	 Cardinals friends: 36
Reginald has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 32
Reid has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 42
